img_1,img_2,label,dir
7.jpg,8.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-287-annotation-170-by-1-tag-deforest-0.png,10009_0
8.jpg,9.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-288-annotation-171-by-1-tag-deforest-0.png,10009_0
9.jpg,10.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-289-annotation-172-by-1-tag-deforest-0.png,10009_0
10.jpg,11.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-290-annotation-173-by-1-tag-deforest-0.png,10009_0
11.jpg,12.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-291-annotation-174-by-1-tag-deforest-0.png,10009_0
12.jpg,13.jpg,10009_0\project-15-at-2023-11-12-09-35-34af105d\task-292-annotation-175-by-1-tag-deforest-0.png,10009_0
6.jpg,8.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-300-annotation-176-by-1-tag-deforest-0.png,10009_1
8.jpg,9.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-301-annotation-177-by-1-tag-deforest-0.png,10009_1
9.jpg,10.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-302-annotation-178-by-1-tag-deforest-0.png,10009_1
10.jpg,11.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-303-annotation-179-by-1-tag-deforest-0.png,10009_1
11.jpg,12.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-304-annotation-180-by-1-tag-deforest-0.png,10009_1
12.jpg,13.jpg,10009_1\project-16-at-2023-11-12-09-45-94f3593f\task-305-annotation-181-by-1-tag-deforest-0.png,10009_1
15.jpg,16.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-361-annotation-182-by-1-tag-deforest-0.png,10013_1
16.jpg,17.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-362-annotation-183-by-1-tag-deforest-0.png,10013_1
17.jpg,18.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-363-annotation-184-by-1-tag-deforest-0.png,10013_1
18.jpg,19.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-364-annotation-185-by-1-tag-deforest-0.png,10013_1
19.jpg,20.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-365-annotation-186-by-1-tag-deforest-0.png,10013_1
20.jpg,21.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-366-annotation-187-by-1-tag-deforest-0.png,10013_1
21.jpg,22.jpg,10013_1\project-20-at-2023-11-12-10-03-8e5e0667\task-367-annotation-188-by-1-tag-deforest-0.png,10013_1
9.jpg,10.jpg,10014_1\project-21-at-2023-11-12-10-18-33f829bd\task-369-annotation-189-by-1-tag-deforest-0.png,10014_1
10.jpg,11.jpg,10014_1\project-21-at-2023-11-12-10-18-33f829bd\task-370-annotation-190-by-1-tag-deforest-0.png,10014_1
11.jpg,12.jpg,10014_1\project-21-at-2023-11-12-10-18-33f829bd\task-371-annotation-191-by-1-tag-deforest-0.png,10014_1
12.jpg,13.jpg,10014_1\project-21-at-2023-11-12-10-18-33f829bd\task-372-annotation-192-by-1-tag-deforest-0.png,10014_1
13.jpg,14.jpg,10014_1\project-21-at-2023-11-12-10-18-33f829bd\task-373-annotation-193-by-1-tag-deforest-0.png,10014_1
9.jpg,10.jpg,10014_2\project-22-at-2023-11-12-11-07-66a76568\task-374-annotation-194-by-1-tag-deforest-0.png,10014_2
10.jpg,11.jpg,10014_2\project-22-at-2023-11-12-11-07-66a76568\task-375-annotation-195-by-1-tag-deforest-0.png,10014_2
11.jpg,12.jpg,10014_2\project-22-at-2023-11-12-11-07-66a76568\task-376-annotation-196-by-1-tag-deforest-0.png,10014_2
12.jpg,13.jpg,10014_2\project-22-at-2023-11-12-11-07-66a76568\task-377-annotation-197-by-1-tag-deforest-0.png,10014_2
13.jpg,14.jpg,10014_2\project-22-at-2023-11-12-11-07-66a76568\task-378-annotation-198-by-1-tag-deforest-0.png,10014_2
14.jpg,15.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-379-annotation-199-by-1-tag-deforest-0.png,10019_1
15.jpg,16.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-380-annotation-200-by-1-tag-deforest-0.png,10019_1
16.jpg,17.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-381-annotation-201-by-1-tag-deforest-0.png,10019_1
17.jpg,18.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-382-annotation-202-by-1-tag-deforest-0.png,10019_1
18.jpg,19.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-383-annotation-203-by-1-tag-deforest-0.png,10019_1
19.jpg,20.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-384-annotation-204-by-1-tag-deforest-0.png,10019_1
20.jpg,21.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-385-annotation-205-by-1-tag-deforest-0.png,10019_1
21.jpg,22.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-386-annotation-206-by-1-tag-deforest-0.png,10019_1
22.jpg,23.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-387-annotation-207-by-1-tag-deforest-0.png,10019_1
23.jpg,24.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-388-annotation-208-by-1-tag-deforest-0.png,10019_1
24.jpg,26.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-390-annotation-209-by-1-tag-deforest-0.png,10019_1
26.jpg,27.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-391-annotation-210-by-1-tag-deforest-0.png,10019_1
27.jpg,28.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-392-annotation-211-by-1-tag-deforest-0.png,10019_1
28.jpg,29.jpg,10019_1\project-23-at-2023-11-12-11-41-9cb73206\task-393-annotation-212-by-1-tag-deforest-0.png,10019_1
7.jpg,8.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-394-annotation-213-by-1-tag-deforest-0.png,10019_2
8.jpg,9.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-395-annotation-214-by-1-tag-deforest-0.png,10019_2
9.jpg,10.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-396-annotation-215-by-1-tag-deforest-0.png,10019_2
10.jpg,11.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-397-annotation-216-by-1-tag-deforest-0.png,10019_2
11.jpg,12.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-398-annotation-217-by-1-tag-deforest-0.png,10019_2
12.jpg,13.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-399-annotation-218-by-1-tag-deforest-0.png,10019_2
13.jpg,20.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-406-annotation-219-by-1-tag-deforest-0.png,10019_2
20.jpg,21.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-407-annotation-220-by-1-tag-deforest-0.png,10019_2
21.jpg,22.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-408-annotation-221-by-1-tag-deforest-0.png,10019_2
22.jpg,28.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-414-annotation-222-by-1-tag-deforest-0.png,10019_2
28.jpg,29.jpg,10019_2\project-24-at-2023-11-12-12-15-d8b0a8d9\task-415-annotation-223-by-1-tag-deforest-0.png,10019_2
0.jpg,2.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-416-annotation-224-by-1-tag-deforest-0.png,10024_2
2.jpg,6.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-417-annotation-225-by-1-tag-deforest-0.png,10024_2
6.jpg,7.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-418-annotation-226-by-1-tag-deforest-0.png,10024_2
7.jpg,8.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-419-annotation-227-by-1-tag-deforest-0.png,10024_2
8.jpg,9.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-420-annotation-228-by-1-tag-deforest-0.png,10024_2
9.jpg,10.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-421-annotation-229-by-1-tag-deforest-0.png,10024_2
10.jpg,11.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-422-annotation-230-by-1-tag-deforest-0.png,10024_2
11.jpg,12.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-423-annotation-231-by-1-tag-deforest-0.png,10024_2
12.jpg,13.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-424-annotation-232-by-1-tag-deforest-0.png,10024_2
13.jpg,15.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-425-annotation-233-by-1-tag-deforest-0.png,10024_2
15.jpg,19.jpg,10024_2\project-25-at-2023-11-12-14-14-d57ac720\task-426-annotation-234-by-1-tag-deforest-0.png,10024_2
7.jpg,8.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-430-annotation-235-by-1-tag-deforest-0.png,10025_2
8.jpg,9.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-431-annotation-236-by-1-tag-deforest-0.png,10025_2
9.jpg,10.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-432-annotation-237-by-1-tag-deforest-0.png,10025_2
10.jpg,11.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-433-annotation-238-by-1-tag-deforest-0.png,10025_2
11.jpg,12.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-434-annotation-239-by-1-tag-deforest-0.png,10025_2
12.jpg,13.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-435-annotation-240-by-1-tag-deforest-0.png,10025_2
13.jpg,14.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-436-annotation-241-by-1-tag-deforest-0.png,10025_2
14.jpg,15.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-437-annotation-242-by-1-tag-deforest-0.png,10025_2
15.jpg,16.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-438-annotation-243-by-1-tag-deforest-0.png,10025_2
16.jpg,18.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-440-annotation-244-by-1-tag-deforest-0.png,10025_2
18.jpg,22.jpg,10025_2\project-26-at-2023-11-12-15-17-bfb23acb\task-443-annotation-245-by-1-tag-deforest-0.png,10025_2
0.jpg,4.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-444-annotation-246-by-1-tag-deforest-0.png,10027_0
4.jpg,6.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-445-annotation-247-by-1-tag-deforest-0.png,10027_0
6.jpg,7.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-446-annotation-248-by-1-tag-deforest-0.png,10027_0
7.jpg,8.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-447-annotation-249-by-1-tag-deforest-0.png,10027_0
8.jpg,15.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-450-annotation-250-by-1-tag-deforest-0.png,10027_0
15.jpg,18.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-452-annotation-251-by-1-tag-deforest-0.png,10027_0
18.jpg,21.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-454-annotation-252-by-1-tag-deforest-0.png,10027_0
21.jpg,27.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-455-annotation-253-by-1-tag-deforest-0.png,10027_0
27.jpg,30.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-457-annotation-254-by-1-tag-deforest-0.png,10027_0
30.jpg,31.jpg,10027_0\project-27-at-2023-11-12-17-27-0161f893\task-458-annotation-255-by-1-tag-deforest-0.png,10027_0
0.jpg,1.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-459-annotation-256-by-1-tag-deforest-0.png,10030_0
1.jpg,3.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-460-annotation-257-by-1-tag-deforest-0.png,10030_0
3.jpg,4.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-461-annotation-258-by-1-tag-deforest-0.png,10030_0
4.jpg,5.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-462-annotation-259-by-1-tag-deforest-0.png,10030_0
5.jpg,6.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-463-annotation-260-by-1-tag-deforest-0.png,10030_0
6.jpg,7.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-464-annotation-261-by-1-tag-deforest-0.png,10030_0
7.jpg,8.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-465-annotation-262-by-1-tag-deforest-0.png,10030_0
8.jpg,9.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-466-annotation-263-by-1-tag-deforest-0.png,10030_0
9.jpg,10.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-467-annotation-264-by-1-tag-deforest-0.png,10030_0
10.jpg,11.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-468-annotation-265-by-1-tag-deforest-0.png,10030_0
11.jpg,14.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-470-annotation-266-by-1-tag-deforest-0.png,10030_0
14.jpg,16.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-471-annotation-267-by-1-tag-deforest-0.png,10030_0
16.jpg,17.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-472-annotation-268-by-1-tag-deforest-0.png,10030_0
17.jpg,22.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-474-annotation-269-by-1-tag-deforest-0.png,10030_0
22.jpg,26.jpg,10030_0\project-28-at-2023-11-12-18-40-35e68755\task-475-annotation-270-by-1-tag-deforest-0.png,10030_0
12.jpg,13.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-479-annotation-271-by-1-tag-deforest-0.png,10033_0
13.jpg,14.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-480-annotation-272-by-1-tag-deforest-0.png,10033_0
14.jpg,15.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-481-annotation-273-by-1-tag-deforest-0.png,10033_0
15.jpg,16.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-482-annotation-274-by-1-tag-deforest-0.png,10033_0
16.jpg,17.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-483-annotation-275-by-1-tag-deforest-0.png,10033_0
17.jpg,18.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-484-annotation-276-by-1-tag-deforest-0.png,10033_0
18.jpg,19.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-485-annotation-277-by-1-tag-deforest-0.png,10033_0
19.jpg,21.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-487-annotation-278-by-1-tag-deforest-0.png,10033_0
21.jpg,22.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-488-annotation-279-by-1-tag-deforest-0.png,10033_0
22.jpg,23.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-489-annotation-280-by-1-tag-deforest-0.png,10033_0
23.jpg,24.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-490-annotation-281-by-1-tag-deforest-0.png,10033_0
24.jpg,25.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-491-annotation-282-by-1-tag-deforest-0.png,10033_0
25.jpg,26.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-492-annotation-283-by-1-tag-deforest-0.png,10033_0
26.jpg,27.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-493-annotation-284-by-1-tag-deforest-0.png,10033_0
27.jpg,31.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-497-annotation-285-by-1-tag-deforest-0.png,10033_0
31.jpg,33.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-499-annotation-286-by-1-tag-deforest-0.png,10033_0
33.jpg,34.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-500-annotation-287-by-1-tag-deforest-0.png,10033_0
34.jpg,35.jpg,10033_0\project-29-at-2023-11-12-19-20-8790c040\task-501-annotation-288-by-1-tag-deforest-0.png,10033_0
0.jpg,6.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-503-annotation-289-by-1-tag-deforest-0.png,10033_2
6.jpg,7.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-504-annotation-290-by-1-tag-deforest-0.png,10033_2
7.jpg,8.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-505-annotation-291-by-1-tag-deforest-0.png,10033_2
8.jpg,9.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-506-annotation-292-by-1-tag-deforest-0.png,10033_2
9.jpg,10.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-507-annotation-293-by-1-tag-deforest-0.png,10033_2
10.jpg,11.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-508-annotation-294-by-1-tag-deforest-0.png,10033_2
11.jpg,12.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-509-annotation-295-by-1-tag-deforest-0.png,10033_2
12.jpg,15.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-510-annotation-296-by-1-tag-deforest-0.png,10033_2
15.jpg,17.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-511-annotation-297-by-1-tag-deforest-0.png,10033_2
17.jpg,20.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-512-annotation-298-by-1-tag-deforest-0.png,10033_2
20.jpg,23.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-513-annotation-299-by-1-tag-deforest-0.png,10033_2
23.jpg,25.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-514-annotation-300-by-1-tag-deforest-0.png,10033_2
25.jpg,27.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-515-annotation-301-by-1-tag-deforest-0.png,10033_2
27.jpg,32.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-518-annotation-302-by-1-tag-deforest-0.png,10033_2
32.jpg,35.jpg,10033_2\project-30-at-2023-11-13-05-50-75dc8ea5\task-520-annotation-303-by-1-tag-deforest-0.png,10033_2
14.jpg,15.jpg,10034_1\project-31-at-2023-11-13-06-06-2f7d1e89\task-521-annotation-304-by-1-tag-deforest-0.png,10034_1
15.jpg,16.jpg,10034_1\project-31-at-2023-11-13-06-06-2f7d1e89\task-522-annotation-305-by-1-tag-deforest-0.png,10034_1
16.jpg,17.jpg,10034_1\project-31-at-2023-11-13-06-06-2f7d1e89\task-523-annotation-306-by-1-tag-deforest-0.png,10034_1
17.jpg,19.jpg,10034_1\project-31-at-2023-11-13-06-06-2f7d1e89\task-525-annotation-307-by-1-tag-deforest-0.png,10034_1
19.jpg,20.jpg,10034_1\project-31-at-2023-11-13-06-06-2f7d1e89\task-526-annotation-308-by-1-tag-deforest-0.png,10034_1
14.jpg,15.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-529-annotation-309-by-1-tag-deforest-0.png,10038_1
15.jpg,16.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-530-annotation-310-by-1-tag-deforest-0.png,10038_1
16.jpg,17.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-531-annotation-311-by-1-tag-deforest-0.png,10038_1
17.jpg,18.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-532-annotation-312-by-1-tag-deforest-0.png,10038_1
18.jpg,19.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-533-annotation-313-by-1-tag-deforest-0.png,10038_1
19.jpg,20.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-534-annotation-314-by-1-tag-deforest-0.png,10038_1
20.jpg,21.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-535-annotation-315-by-1-tag-deforest-0.png,10038_1
21.jpg,22.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-536-annotation-316-by-1-tag-deforest-0.png,10038_1
22.jpg,23.jpg,10038_1\project-32-at-2023-11-13-08-27-1888436d\task-537-annotation-317-by-1-tag-deforest-0.png,10038_1
0.jpg,1.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-540-annotation-318-by-1-tag-deforest-0.png,10039_0
1.jpg,2.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-541-annotation-319-by-1-tag-deforest-0.png,10039_0
2.jpg,3.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-542-annotation-320-by-1-tag-deforest-0.png,10039_0
3.jpg,14.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-543-annotation-321-by-1-tag-deforest-0.png,10039_0
14.jpg,15.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-544-annotation-322-by-1-tag-deforest-0.png,10039_0
15.jpg,16.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-545-annotation-323-by-1-tag-deforest-0.png,10039_0
16.jpg,17.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-546-annotation-324-by-1-tag-deforest-0.png,10039_0
17.jpg,20.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-547-annotation-325-by-1-tag-deforest-0.png,10039_0
20.jpg,21.jpg,10039_0\project-33-at-2023-11-13-08-49-3da7df38\task-548-annotation-326-by-1-tag-deforest-0.png,10039_0
0.jpg,2.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-549-annotation-327-by-1-tag-deforest-0.png,10044_0
2.jpg,4.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-551-annotation-328-by-1-tag-deforest-0.png,10044_0
4.jpg,5.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-552-annotation-329-by-1-tag-deforest-0.png,10044_0
5.jpg,6.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-553-annotation-330-by-1-tag-deforest-0.png,10044_0
6.jpg,7.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-554-annotation-331-by-1-tag-deforest-0.png,10044_0
7.jpg,8.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-555-annotation-332-by-1-tag-deforest-0.png,10044_0
8.jpg,11.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-558-annotation-333-by-1-tag-deforest-0.png,10044_0
11.jpg,12.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-559-annotation-334-by-1-tag-deforest-0.png,10044_0
12.jpg,15.jpg,10044_0\project-34-at-2023-11-13-09-17-1d2c0ab2\task-560-annotation-335-by-1-tag-deforest-0.png,10044_0
